param_name,requires_grad,group,grad_present,grad_finite,grad_nonzero,grad_norm_l2
foundation_x.backbone.layers_2.blocks.16.norm2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.16.norm2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.16.mlp.fc1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.16.mlp.fc1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.16.mlp.fc2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.16.mlp.fc2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.norm1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.norm1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.attn.relative_position_bias_table,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.attn.qkv.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.attn.qkv.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.attn.proj.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.attn.proj.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.norm2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.norm2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.mlp.fc1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.mlp.fc1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.mlp.fc2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_2.blocks.17.mlp.fc2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.downsample.norm.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.downsample.norm.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.downsample.reduction.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.norm1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.norm1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.attn.relative_position_bias_table,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.attn.qkv.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.attn.qkv.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.attn.proj.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.attn.proj.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.norm2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.norm2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.mlp.fc1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.mlp.fc1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.mlp.fc2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.0.mlp.fc2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.norm1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.norm1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.attn.relative_position_bias_table,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.attn.qkv.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.attn.qkv.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.attn.proj.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.attn.proj.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.norm2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.norm2.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.mlp.fc1.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.mlp.fc1.bias,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.mlp.fc2.weight,False,foundation_backbone,False,False,False,0.0
foundation_x.backbone.layers_3.blocks.1.mlp.fc2.bias,False,foundation_backbone,False,False,False,0.0
enc1.block.0.weight,True,encoder_cnn,True,True,True,0.28523457050323486
enc1.block.1.weight,True,encoder_cnn,True,True,True,0.035111214965581894
enc1.block.1.bias,True,encoder_cnn,True,True,True,0.020531320944428444
enc1.block.3.weight,True,encoder_cnn,True,True,True,1.2569259405136108
enc1.block.4.weight,True,encoder_cnn,True,True,True,0.0316973477602005
enc1.block.4.bias,True,encoder_cnn,True,True,True,0.02929702028632164
enc2.block.0.weight,True,encoder_cnn,True,True,True,0.2393992841243744
enc2.block.1.weight,True,encoder_cnn,True,True,True,0.00478699104860425
enc2.block.1.bias,True,encoder_cnn,True,True,True,0.004255611915141344
enc2.block.3.weight,True,encoder_cnn,True,True,True,0.25378426909446716
enc2.block.4.weight,True,encoder_cnn,True,True,True,0.004121569450944662
enc2.block.4.bias,True,encoder_cnn,True,True,True,0.0033123809844255447
enc3.block.0.weight,True,encoder_cnn,True,True,True,0.05149790644645691
enc3.block.1.weight,True,encoder_cnn,True,True,True,0.0007445622468367219
enc3.block.1.bias,True,encoder_cnn,True,True,True,0.0005656004650518298
enc3.block.3.weight,True,encoder_cnn,True,True,True,0.06235329061746597
enc3.block.4.weight,True,encoder_cnn,True,True,True,0.0006822419818490744
enc3.block.4.bias,True,encoder_cnn,True,True,True,0.0005062774871475995
enc4.block.0.weight,True,encoder_cnn,True,True,True,0.010548511520028114
enc4.block.1.weight,True,encoder_cnn,True,True,True,0.00010931581346085295
enc4.block.1.bias,True,encoder_cnn,True,True,True,9.502996545052156e-05
enc4.block.3.weight,True,encoder_cnn,True,True,True,0.01319949235767126
enc4.block.4.weight,True,encoder_cnn,True,True,True,0.00010500072676222771
enc4.block.4.bias,True,encoder_cnn,True,True,True,7.853240822441876e-05
fusion_e3.conv.0.weight,True,adapter_fusion,True,True,True,0.0285089872777462
fusion_e3.conv.0.bias,True,adapter_fusion,True,True,True,3.0732656419729665e-09
fusion_e3.conv.1.weight,True,adapter_fusion,True,True,True,0.0007407573284581304
fusion_e3.conv.1.bias,True,adapter_fusion,True,True,True,0.0005989751080051064
fusion_e4.conv.0.weight,True,adapter_fusion,True,True,True,0.0070333946496248245
fusion_e4.conv.0.bias,True,adapter_fusion,True,True,True,2.880291005702418e-10
fusion_e4.conv.1.weight,True,adapter_fusion,True,True,True,0.00012913026148453355
fusion_e4.conv.1.bias,True,adapter_fusion,True,True,True,0.00011017046199413016
h16_unet_context.block.0.weight,True,other_trainable,True,True,True,0.0008161101141013205
h16_unet_context.block.1.weight,True,other_trainable,True,True,True,5.699650500901043e-06
h16_unet_context.block.1.bias,True,other_trainable,True,True,True,6.344976554828463e-06
h16_unet_context.block.3.weight,True,other_trainable,True,True,True,0.000970252207480371
h16_unet_context.block.4.weight,True,other_trainable,True,True,True,5.009891538065858e-06
h16_unet_context.block.4.bias,True,other_trainable,True,True,True,5.284564849716844e-06
h16_fx_context.conv.0.weight,True,adapter_fusion,True,True,True,0.004712055437266827
h16_fx_context.conv.0.bias,True,adapter_fusion,True,True,True,8.779122394331207e-12
h16_fx_context.conv.1.weight,True,adapter_fusion,True,True,True,5.422636604635045e-05
h16_fx_context.conv.1.bias,True,adapter_fusion,True,True,True,4.7009525587782264e-05
h32_context_head.block.0.weight,True,adapter_fusion,True,True,True,0.004102182574570179
h32_context_head.block.1.weight,True,adapter_fusion,True,True,True,1.8013988665188663e-05
h32_context_head.block.1.bias,True,adapter_fusion,True,True,True,1.6282796423183754e-05
h32_context_head.block.3.weight,True,adapter_fusion,True,True,True,0.0031014259438961744
h32_context_head.block.4.weight,True,adapter_fusion,True,True,True,1.7703143385006115e-05
h32_context_head.block.4.bias,True,adapter_fusion,True,True,True,1.696968865871895e-05
h32_to_h16.weight,True,adapter_fusion,True,True,True,0.001942778006196022
h32_to_h16.bias,True,adapter_fusion,True,True,True,1.1772502148232888e-05
context_merge.block.0.weight,True,adapter_fusion,True,True,True,0.01361734326928854
context_merge.block.1.weight,True,adapter_fusion,True,True,True,4.988730142940767e-05
context_merge.block.1.bias,True,adapter_fusion,True,True,True,4.151211032876745e-05
context_merge.block.3.weight,True,adapter_fusion,True,True,True,0.008363169617950916
context_merge.block.4.weight,True,adapter_fusion,True,True,True,4.980028825229965e-05
context_merge.block.4.bias,True,adapter_fusion,True,True,True,4.721020013676025e-05
up4.weight,True,decoder_head,True,True,True,0.003897459013387561
up4.bias,True,decoder_head,True,True,True,3.385766831343062e-05
dec4.block.0.weight,True,decoder_head,True,True,True,0.023369334638118744
dec4.block.1.weight,True,decoder_head,True,True,True,0.00013048587425146252
dec4.block.1.bias,True,decoder_head,True,True,True,0.00010460137855261564
dec4.block.3.weight,True,decoder_head,True,True,True,0.015199247747659683
dec4.block.4.weight,True,decoder_head,True,True,True,0.00015007826732471585
dec4.block.4.bias,True,decoder_head,True,True,True,0.00013687898172065616
up3.weight,True,decoder_head,True,True,True,0.007683037780225277
up3.bias,True,decoder_head,True,True,True,0.00011729751713573933
dec3.block.0.weight,True,decoder_head,True,True,True,0.09075833112001419
dec3.block.1.weight,True,decoder_head,True,True,True,0.0007427132804878056
dec3.block.1.bias,True,decoder_head,True,True,True,0.000594266050029546
dec3.block.3.weight,True,decoder_head,True,True,True,0.06136162206530571
dec3.block.4.weight,True,decoder_head,True,True,True,0.000791338796261698
dec3.block.4.bias,True,decoder_head,True,True,True,0.0007513047894462943
up2.weight,True,decoder_head,True,True,True,0.032265275716781616
up2.bias,True,decoder_head,True,True,True,0.0004375346179585904
dec2.block.0.weight,True,decoder_head,True,True,True,0.34104225039482117
dec2.block.1.weight,True,decoder_head,True,True,True,0.004006564617156982
dec2.block.1.bias,True,decoder_head,True,True,True,0.003568022046238184
dec2.block.3.weight,True,decoder_head,True,True,True,0.2503806948661804
dec2.block.4.weight,True,decoder_head,True,True,True,0.004551819059997797
dec2.block.4.bias,True,decoder_head,True,True,True,0.0041497391648590565
up1.weight,True,decoder_head,True,True,True,0.12116698175668716
up1.bias,True,decoder_head,True,True,True,0.001100453664548695
dec1.block.0.weight,True,decoder_head,True,True,True,1.4859542846679688
dec1.block.1.weight,True,decoder_head,True,True,True,0.021956050768494606
dec1.block.1.bias,True,decoder_head,True,True,True,0.022824659943580627
dec1.block.3.weight,True,decoder_head,True,True,True,0.8967904448509216
dec1.block.4.weight,True,decoder_head,True,True,True,0.08858340233564377
dec1.block.4.bias,True,decoder_head,True,True,True,0.12478064745664597
final.weight,True,decoder_head,True,True,True,1.3768396377563477
final.bias,True,decoder_head,True,True,True,0.4818333387374878
